FID,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
330,OR3,OFFICE/RES,OFFICE,586.330231206,18947.4934391,1.81050145e-07,0.001900190689418
331,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1497.99959555,122203.606406,1.167649611e-06,0.004465796722073
332,R5,RES SINGLE FAMILY,RESIDENTIAL,1012.61068227,63197.8573594,6.03849038e-07,0.003194710218171
333,OTF,OFFICE/TOURIST FACILITY,OFFICE,638.236137867,25535.5063055,2.43992228e-07,0.001970341375601
334,OR3,OFFICE/RES,OFFICE,933.156333987,48564.1423719,4.64019667e-07,0.003004597799663
335,OTF,OFFICE/TOURIST FACILITY,OFFICE,727.377329415,32584.8081969,3.11343818e-07,0.002244741160363
336,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,756.859771569,35784.2985867,3.41904481e-07,0.00236467631552
337,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,758.239763388,34232.1205281,3.2707217e-07,0.002418718900841
338,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,663.183812544,17478.01107,1.66991252e-07,0.002026641459877
339,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2403.35699285,265848.29811,2.539938861e-06,0.007059813521962
340,OR1,OFFICE/RES,OFFICE,584.810365495,20283.6979172,1.93774503e-07,0.001865939974149
341,R7,RES MULTI-FAMILY,RESIDENTIAL,1343.72623556,62958.3216547,6.01438657e-07,0.004318354737772
342,OR1,OFFICE/RES,OFFICE,516.101418181,11197.8572289,1.06969895e-07,0.00159625039953
343,R7,RES MULTI-FAMILY,RESIDENTIAL,856.033986693,37467.5161031,3.57903172e-07,0.002797233970725
344,OR1,OFFICE/RES,OFFICE,746.807817597,23830.2068125,2.2762802e-07,0.002363687193055
345,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,691.42465978,29805.1621641,2.84700701e-07,0.002165242745061
346,OR2,OFFICE/RES,OFFICE,941.046668686,37448.6499594,3.57701961e-07,0.003039640680134
347,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,568.573351941,13252.7985328,1.26575549e-07,0.001811500130287
348,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,776.557013315,36646.9802766,3.50013847e-07,0.002468910157934
349,OR3,OFFICE/RES,OFFICE,898.82328923,44537.0537516,4.25360059e-07,0.002803247174431
350,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,859.694023927,23201.5914484,2.21591434e-07,0.002644953533544
351,R6,RES MULTI-FAMILY,RESIDENTIAL,737.537364594,23978.3593906,2.29083288e-07,0.002439835467187
352,R6,RES MULTI-FAMILY,RESIDENTIAL,731.709769924,32031.8473734,3.06012652e-07,0.002332114495099
353,OR3,OFFICE/RES,OFFICE,902.575265231,44108.0079,4.2137846e-07,0.002806316458244
354,R6,RES MULTI-FAMILY,RESIDENTIAL,1124.42667252,74139.8849219,7.08264702e-07,0.003432726500057
355,M1,INDUSTRIAL,INDUSTRIAL,772.896052936,37277.0389578,3.56114766e-07,0.002396545869584
356,R5B,RES TWO-FAMILY,RESIDENTIAL,674.721344439,14306.8503688,1.36675819e-07,0.002100513963221
357,R8A,RES MULTI-FAMILY,RESIDENTIAL,800.417865187,35358.10562,3.37782363e-07,0.002589190779231
358,R5B,RES TWO-FAMILY,RESIDENTIAL,678.011006061,14446.5167406,1.38009737e-07,0.002111338364834
359,R6,RES MULTI-FAMILY,RESIDENTIAL,624.679279733,6603.04135,6.3079784e-08,0.001942436237613
360,R6,RES MULTI-FAMILY,RESIDENTIAL,655.306524015,11417.5187375,1.09072348e-07,0.00203845103431
361,R6,RES MULTI-FAMILY,RESIDENTIAL,1659.37411375,139890.902823,1.33636669e-06,0.005413507307947
362,M2,INDUSTRIAL,INDUSTRIAL,579.848010138,20178.0859641,1.92758576e-07,0.001845603868485
363,R7,RES MULTI-FAMILY,RESIDENTIAL,955.666090018,34351.4045781,3.28154783e-07,0.002839421674878
364,R6,RES MULTI-FAMILY,RESIDENTIAL,513.083119199,16501.6452828,1.57639109e-07,0.001599158738312
365,R6,RES MULTI-FAMILY,RESIDENTIAL,556.778621221,15223.1408172,1.45425553e-07,0.001825170703216
366,R6,RES MULTI-FAMILY,RESIDENTIAL,886.017302291,45779.0536508,4.37319363e-07,0.002787437108329
367,OR2,OFFICE/RES,OFFICE,1799.92731565,117711.503638,1.124472864e-06,0.005665793077369
368,R1,RES SINGLE FAMILY,RESIDENTIAL,225.785364492,2659.11245156,2.5401515e-08,0.000733575983599
369,R7,RES MULTI-FAMILY,RESIDENTIAL,816.400179652,39234.2387563,3.74794109e-07,0.002611448499904
370,R7,RES MULTI-FAMILY,RESIDENTIAL,1027.80141435,41794.6963859,3.99246822e-07,0.002973355182013
371,R6,RES MULTI-FAMILY,RESIDENTIAL,932.423052607,54287.94177,5.18595194e-07,0.002913070683635
372,OTF,OFFICE/TOURIST FACILITY,OFFICE,943.102973151,55310.1976063,5.28359733e-07,0.00295992820787
373,OR1,OFFICE/RES,OFFICE,558.627187229,14537.1283406,1.38866299e-07,0.00163685665002
374,R7,RES MULTI-FAMILY,RESIDENTIAL,857.341522313,35961.5903812,3.43526375e-07,0.002721758826663
375,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,687.20275299,28852.901375,2.75616207e-07,0.002170530695872
376,R6,RES MULTI-FAMILY,RESIDENTIAL,577.23031329,19549.5559156,1.86747614e-07,0.00174479535276
377,R6,RES MULTI-FAMILY,RESIDENTIAL,3338.30833129,651021.05756,6.218880394e-06,0.010677408768622
378,M3,INDUSTRIAL,INDUSTRIAL,957.721097526,54056.1279992,5.16977456e-07,0.002850762490601
379,OR2,OFFICE/RES,OFFICE,332.711413657,5806.03911719,5.5526587e-08,0.001051111117408
380,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,611.480543447,22377.3689047,2.14004537e-07,0.001858329521464
381,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,529.479753862,12827.2415094,1.22671625e-07,0.001556081849673
382,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,423.929919828,9532.9910125,9.1167772e-08,0.001260948627619
383,OR2,OFFICE/RES,OFFICE,1098.42261107,70745.1263547,6.76573655e-07,0.003521984983994
384,OR1,OFFICE/RES,OFFICE,368.11115408,5794.55788906,5.5415557e-08,0.001220313567531
385,OR2,OFFICE/RES,OFFICE,1138.59157869,72265.8590609,6.91102538e-07,0.003685525834017
386,R7,RES MULTI-FAMILY,RESIDENTIAL,672.907120442,23669.5452469,2.26362749e-07,0.002011595894101
387,R6,RES MULTI-FAMILY,RESIDENTIAL,979.078826312,58812.8835484,5.62451103e-07,0.00309690628937
388,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,301.727231145,4319.72203828,4.131061e-08,0.00099258583727
389,M1,INDUSTRIAL,INDUSTRIAL,905.002010167,50514.4321156,4.83077803e-07,0.002780970533648
390,M2,INDUSTRIAL,INDUSTRIAL,692.61272912,22999.9080578,2.19952146e-07,0.002041073766172
391,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1183.88728466,85655.68127,8.19132763e-07,0.003750099872765
392,R6,RES MULTI-FAMILY,RESIDENTIAL,587.722679667,18106.836425,1.73156127e-07,0.0017512867416
393,OR3,OFFICE/RES,OFFICE,692.054293439,26059.1363156,2.49211263e-07,0.002135248376012
394,R7,RES MULTI-FAMILY,RESIDENTIAL,2559.52184061,264079.327613,2.525364352e-06,0.007976506388409
395,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,647.893995198,25604.0277844,2.44773327e-07,0.002055049050606
396,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4185.8142799,592105.65846,5.651595896e-06,0.013173214897854
397,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,428.590856457,6123.97061875,5.8544511e-08,0.001424978782773
398,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2150.69164586,104925.408859,1.00275431e-06,0.006498596778282
399,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1296.2340219,75392.3683812,7.20965645e-07,0.003794630670163
400,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3373.16040235,401060.035356,3.830683696e-06,0.010490495091305
401,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,753.75581295,32105.9978281,3.06548763e-07,0.002429880856177
402,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,744.650855632,33299.6889422,3.17928195e-07,0.002283169848867
403,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,562.39896047,9669.526325,9.239108e-08,0.001845140565664
404,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1196.91216507,74510.2138531,7.11460237e-07,0.003546813963978
405,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,510.836015539,15466.48394,1.47861754e-07,0.001632931831216
406,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,951.902691274,46982.3279563,4.49070901e-07,0.002925218104433
407,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,675.04417302,28068.7697273,2.68207991e-07,0.002116901965646
408,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1384.25341263,111916.34762,1.069548732e-06,0.004412255200236
409,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1924.16758539,132323.41553,1.26555643e-06,0.006097661673594
410,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,508.216087314,11862.4135734,1.13407269e-07,0.001559696523082
411,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2285.30742977,247449.154906,2.368776419e-06,0.007308474905066
412,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1282.23069091,79528.8030656,7.60477338e-07,0.004238317888963
413,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1421.24232629,99960.6415906,9.54899782e-07,0.004265863030173
414,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,591.164452157,17995.5573289,1.71837406e-07,0.001865460969273
415,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,502.300792312,13131.1115398,1.25353935e-07,0.00162489730365
416,R3,RES SINGLE FAMILY,RESIDENTIAL,9467.00619847,3188021.7135,3.0523363167e-05,0.029180842213527
417,R6,RES MULTI-FAMILY,RESIDENTIAL,9870.38646195,1726523.94516,1.6530629764e-05,0.031106728685197
418,R6,RES MULTI-FAMILY,RESIDENTIAL,3540.74745948,346820.474103,3.320597918e-06,0.010054669312666
419,R5A,RES MULTI FAMILY,RESIDENTIAL,859.133221417,44101.9857406,4.21798144e-07,0.002687922699186
420,R7,RES MULTI-FAMILY,RESIDENTIAL,1413.67979736,119989.387297,1.148789175e-06,0.004297369766932
421,R6,RES MULTI-FAMILY,RESIDENTIAL,5644.74574339,1586545.35012,1.5187791471e-05,0.016958726019935
422,R7,RES MULTI-FAMILY,RESIDENTIAL,875.40460172,46419.1241797,4.44086434e-07,0.002808618839989
423,R4,RES SINGLE FAMILY,RESIDENTIAL,682.45097773,22330.2071562,2.1362417e-07,0.002079231167339
424,R5A,RES MULTI FAMILY,RESIDENTIAL,2934.36727823,354840.2977,3.392445983e-06,0.008885661823274
425,R4,RES SINGLE FAMILY,RESIDENTIAL,639.630843673,24873.46455,2.37920561e-07,0.001988305455739
426,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,844.312027426,44165.6796937,4.22450956e-07,0.002663854180839
427,R5A,RES MULTI FAMILY,RESIDENTIAL,4850.92673481,1296426.8883,1.2377992195e-05,0.015272519086483
428,R5A,RES MULTI FAMILY,RESIDENTIAL,1496.26117753,114258.373688,1.091977768e-06,0.004555625832521
429,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1541.93419726,82054.9889906,7.84852638e-07,0.005138107257984
430,R4,RES SINGLE FAMILY,RESIDENTIAL,956.902136045,54460.9677109,5.20864907e-07,0.003032461440783
431,R6,RES MULTI-FAMILY,RESIDENTIAL,1569.31178702,153391.098789,1.466999759e-06,0.004904654012056
432,R5A,RES MULTI FAMILY,RESIDENTIAL,670.549322779,24574.7184078,2.34996499e-07,0.00200077348756
433,R7,RES MULTI-FAMILY,RESIDENTIAL,671.256128262,14274.6132242,1.36376096e-07,0.002256797222567
434,R7,RES MULTI-FAMILY,RESIDENTIAL,730.550940745,26407.0789656,2.52289251e-07,0.002340200927651
435,R6,RES MULTI-FAMILY,RESIDENTIAL,666.745208003,13652.9813617,1.30436451e-07,0.002243848116259
436,R7,RES MULTI-FAMILY,RESIDENTIAL,1509.23712054,119289.122338,1.139640501e-06,0.004509119941804
437,R6,RES MULTI-FAMILY,RESIDENTIAL,599.343887959,20840.5021578,1.99102965e-07,0.001922120917335
438,OR1,OFFICE/RES,OFFICE,974.637569426,45724.2446625,4.36764832e-07,0.003025776856699
439,R4,RES SINGLE FAMILY,RESIDENTIAL,1022.13588536,46175.0529281,4.41081678e-07,0.00331132729159
440,OR1,OFFICE/RES,OFFICE,510.462173423,14102.9397594,1.34713359e-07,0.001655662572613
441,R6,RES MULTI-FAMILY,RESIDENTIAL,677.288341324,21234.0392477,2.02828612e-07,0.002206194375516
442,R7,RES MULTI-FAMILY,RESIDENTIAL,902.865075626,50540.1931109,4.82745642e-07,0.002815667639506
443,R7,RES MULTI-FAMILY,RESIDENTIAL,877.590702202,31639.0223117,3.0221401e-07,0.00291786159848
444,OR1,OFFICE/RES,OFFICE,333.545624132,4684.65875156,4.4746524e-08,0.000986654385097
445,R5A,RES MULTI FAMILY,RESIDENTIAL,3967.24162438,835599.866597,7.974681593e-06,0.01294114820047
446,R4,RES SINGLE FAMILY,RESIDENTIAL,1691.26296386,124384.274147,1.188001835e-06,0.005417407094349
447,R5A,RES MULTI FAMILY,RESIDENTIAL,1461.81720626,115378.655219,1.103486518e-06,0.00452526590212
448,R5,RES SINGLE FAMILY,RESIDENTIAL,2394.6294381,265845.67427,2.538974833e-06,0.007483684863995
449,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,437.368524226,11564.0388672,1.10441233e-07,0.001333364526621
450,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,796.248245339,39429.1554313,3.76560334e-07,0.002478415017839
451,R4,RES SINGLE FAMILY,RESIDENTIAL,1021.16995888,56352.3237062,5.38178408e-07,0.003316945416309
452,OR1,OFFICE/RES,OFFICE,391.114617887,9088.94695469,8.680098e-08,0.001190827906296
453,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,636.125818945,21955.5467844,2.09672195e-07,0.001898032714241
454,R5B,RES TWO-FAMILY,RESIDENTIAL,526.030949074,16163.2270516,1.54343543e-07,0.001685978121687
455,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1662.95411107,96241.9861406,9.19012473e-07,0.005530556899029
456,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1112.49309152,60492.1917719,5.77626963e-07,0.003619471334652
457,R6,RES MULTI-FAMILY,RESIDENTIAL,743.164476864,31103.2588578,2.9697027e-07,0.002283194001341
458,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1284.41763792,74589.8949875,7.12101466e-07,0.004083381073954
459,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2765.13257551,469680.996915,4.483801681e-06,0.008441633884843
460,R4,RES SINGLE FAMILY,RESIDENTIAL,827.618523133,41854.4643281,3.99567173e-07,0.002532713609232
461,OR1,OFFICE/RES,OFFICE,628.562837126,21913.6412055,2.09206633e-07,0.001973052152695
462,R4,RES SINGLE FAMILY,RESIDENTIAL,972.659080778,57332.6976625,5.47344526e-07,0.003103271607032
463,OR1,OFFICE/RES,OFFICE,621.985695601,21401.9608563,2.04319231e-07,0.001959278203993
464,R6,RES MULTI-FAMILY,RESIDENTIAL,634.928258876,22353.9302031,2.13406271e-07,0.001998016460603
465,R7,RES MULTI-FAMILY,RESIDENTIAL,2010.8661118,176936.286388,1.688966915e-06,0.006269602332147
466,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,205.998344472,2231.95678828,2.1305372e-08,0.000630536942482
467,R6,RES MULTI-FAMILY,RESIDENTIAL,785.683069207,34317.7152664,3.27574044e-07,0.002471136319304
468,R7,RES MULTI-FAMILY,RESIDENTIAL,2234.40763529,316507.420178,3.021074097e-06,0.007017680110347
469,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,882.334828489,25374.4983531,2.42201327e-07,0.002576085485296
470,R6,RES MULTI-FAMILY,RESIDENTIAL,6737.12115253,1119033.35653,1.0681301704e-05,0.021686558375391
471,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2155.66143838,267948.74453,2.557532319e-06,0.006783771027818
472,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1830.39340995,187031.614858,1.785234786e-06,0.005922920238697
473,R4,RES SINGLE FAMILY,RESIDENTIAL,876.668319225,23167.3639461,2.21068022e-07,0.002479197519817
474,R4,RES SINGLE FAMILY,RESIDENTIAL,726.557920869,28139.7172875,2.68503317e-07,0.002155975668895
475,R4,RES SINGLE FAMILY,RESIDENTIAL,1181.65257436,52405.71777,5.00017728e-07,0.003406538461716
476,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1117.87115997,77354.5470977,7.38056926e-07,0.00350345708972
477,R4,RES SINGLE FAMILY,RESIDENTIAL,1091.05038751,68676.2239687,6.55235287e-07,0.003289654666479
478,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,798.904699966,30963.8082992,2.95729571e-07,0.002522790599734
479,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,384.445265293,6472.15656875,6.188218e-08,0.001123395877963
480,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2205.4820684,169064.181531,1.614564354e-06,0.006419513522183
481,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,666.667123115,17162.3888297,1.64042491e-07,0.002187665076712
482,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,905.447783377,49825.1637594,4.75724103e-07,0.002866081991993
483,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1267.05577994,97565.3905109,9.32472935e-07,0.003832587136355
484,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1466.03959,118364.684575,1.130344061e-06,0.004676541822166
485,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,545.109057411,14122.2805156,1.34866337e-07,0.001602420443944
486,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,792.976306442,38316.1366875,3.66209676e-07,0.00246604929059
487,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3358.89678791,469296.611909,4.47807805e-06,0.010761224739289
488,R4,RES SINGLE FAMILY,RESIDENTIAL,9343.14631873,3397305.4193,3.2540314856e-05,0.026688264575146
489,R1,RES SINGLE FAMILY,RESIDENTIAL,1964.76675776,254814.736844,2.439319737e-06,0.006292824765143
490,R4,RES SINGLE FAMILY,RESIDENTIAL,1453.36290967,121830.078106,1.166121332e-06,0.004711702198845
491,R5A,RES MULTI-FAMILY,RESIDENTIAL,2447.35426633,245504.667044,2.345764381e-06,0.007709372802152
492,R5,RES SINGLE FAMILY,RESIDENTIAL,1071.89850526,72405.2076633,6.91356537e-07,0.003337021083366
493,R4,RES SINGLE FAMILY,RESIDENTIAL,2761.52329071,456802.72676,4.36944e-06,0.008396081007707
494,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1917.64588947,144900.360194,1.385973206e-06,0.006048082897935
495,R4,RES SINGLE FAMILY,RESIDENTIAL,1985.50620657,216079.935131,2.06681447e-06,0.006281720422194
496,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,874.873054651,37370.8347359,3.57430645e-07,0.002828259518187
497,R4,RES SINGLE FAMILY,RESIDENTIAL,439.955778644,8333.81303906,7.9708403e-08,0.001462283230528
498,OR1,OFFICE/RES,OFFICE,722.909923401,32197.75817,3.07946726e-07,0.002271116360172
499,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,546.131115142,16518.2015438,1.57982103e-07,0.001651081312429
500,R7,RES MULTI-FAMILY,RESIDENTIAL,1825.85267981,191478.80585,1.828721263e-06,0.005863202869985
501,OR1,OFFICE/RES,OFFICE,554.321385887,9359.81280781,8.9515522e-08,0.001870750263263
502,R8A,RES MULTI-FAMILY,RESIDENTIAL,689.958370579,24988.6848633,2.38990342e-07,0.002219968755135
503,R6,RES MULTI-FAMILY,RESIDENTIAL,1042.19234758,67373.4249313,6.44342013e-07,0.003275703963081
